Organism,Genus,G.Size (MB),G.Size (pg),Angiosperm Group
Ramonda nathaliae,Ramonda,1124.7,1.15,Eudicot
Ramonda myconi,Ramonda,1271.4,1.3,Eudicot
Ramonda pyrenaica,Ramonda,1271.4,1.3,Eudicot
Ramonda serbica,Ramonda,3687.06,3.77,Eudicot
Ramonda serbica,Ramonda,3814.2,3.9,Eudicot
Ramonda serbica,Ramonda,4224.96,4.32,Eudicot
Ranunculus lateriflorus,Ranunculus,1858.2,1.9,Eudicot
Ranunculus hederaceus,Ranunculus,2053.8,2.1,Eudicot
Ranunculus abortivus,Ranunculus,2376.54,2.43,Eudicot
Ranunculus rhomboideus,Ranunculus,2396.1,2.45,Eudicot
Ranunculus pentandrus,Ranunculus,2425.44,2.48,Eudicot
Ranunculus sphaerospermus,Ranunculus,2572.14,2.63,Eudicot
Ranunculus adoneus,Ranunculus,2875.32,2.94,Eudicot
Ranunculus alpestris,Ranunculus,2885.1,2.95,Eudicot
Ranunculus macauleyi,Ranunculus,2904.66,2.97,Eudicot
Ranunculus carpaticola,Ranunculus,2992.68,3.06,Eudicot
Ranunculus escholtzii,Ranunculus,3080.7,3.15,Eudicot
Ranunculus cassubicifolius,Ranunculus,3080.7,3.15,Eudicot
Ranunculus sardous,Ranunculus,3158.94,3.23,Eudicot
Ranunculus crenatus,Ranunculus,3227.4,3.3,Eudicot
Ranunculus glacialis,Ranunculus,3256.74,3.33,Eudicot
Ranunculus thora,Ranunculus,3471.9,3.55,Eudicot
Ranunculus cymbalaria,Ranunculus,3550.14,3.63,Eudicot
Ranunculus affinis,Ranunculus,3696.84,3.78,Eudicot
Ranunculus sericeus,Ranunculus,3814.2,3.9,Eudicot
Ranunculus sceleratus,Ranunculus,3912,4,Eudicot
Ranunculus circinatus,Ranunculus,3960.9,4.05,Eudicot
Ranunculus allenii,Ranunculus,4009.8,4.1,Eudicot
Ranunculus baudotii,Ranunculus,4088.04,4.18,Eudicot
Ranunculus aconitifolius,Ranunculus,4088.04,4.18,Eudicot
Ranunculus pedatus,Ranunculus,4107.6,4.2,Eudicot
Ranunculus oreophilus,Ranunculus,4185.84,4.28,Eudicot
Ranunculus chius,Ranunculus,4303.2,4.4,Eudicot
Ranunculus acris,Ranunculus,4352.1,4.45,Eudicot
Ranunculus tripartitus,Ranunculus,4401,4.5,Eudicot
Ranunculus pensylvanicus,Ranunculus,4401,4.5,Eudicot
Ranunculus hirtus,Ranunculus,4479.24,4.58,Eudicot
Ranunculus inundatus,Ranunculus,4547.7,4.65,Eudicot
Ranunculus trichophyllus,Ranunculus,4772.64,4.88,Eudicot
Ranunculus penicillatus,Ranunculus,4792.2,4.9,Eudicot
Ranunculus gregarius,Ranunculus,4841.1,4.95,Eudicot
Ranunculus psilostachys,Ranunculus,4841.1,4.95,Eudicot
Ranunculus gramineus,Ranunculus,5036.7,5.15,Eudicot
Ranunculus falcatus,Ranunculus,5036.7,5.15,Eudicot
Ranunculus oxyspermus,Ranunculus,5281.2,5.4,Eudicot
Ranunculus nigrescens,Ranunculus,5330.1,5.45,Eudicot
Ranunculus chinensis,Ranunculus,5427.9,5.55,Eudicot
Ranunculus bulbosus,Ranunculus,5506.14,5.63,Eudicot
Ranunculus ophioglossifolius,Ranunculus,5525.7,5.65,Eudicot
Ranunculus grenierianus,Ranunculus,5574.6,5.7,Eudicot
Ranunculus velutinus,Ranunculus,5652.84,5.78,Eudicot
Ranunculus cassubicifolius,Ranunculus,5721.3,5.85,Eudicot
Ranunculus cardiophyllus,Ranunculus,5750.64,5.88,Eudicot
Ranunculus nivalis,Ranunculus,5799.54,5.93,Eudicot
Ranunculus adoneus,Ranunculus,5848.44,5.98,Eudicot
Ranunculus bupleuroides,Ranunculus,5868,6,Eudicot
Ranunculus nemorosus,Ranunculus,5965.8,6.1,Eudicot
Ranunculus arvensis,Ranunculus,5995.14,6.13,Eudicot
Ranunculus calandrinioides,Ranunculus,6044.04,6.18,Eudicot
Ranunculus uncinatus,Ranunculus,6092.94,6.23,Eudicot
Ranunculus polyanthemos,Ranunculus,6092.94,6.23,Eudicot
Ranunculus parviflorus,Ranunculus,6112.5,6.25,Eudicot
Ranunculus gouanii,Ranunculus,6141.84,6.28,Eudicot
Ranunculus macrophyllus,Ranunculus,6141.84,6.28,Eudicot
Ranunculus flammula,Ranunculus,6210.3,6.35,Eudicot
Ranunculus creticus,Ranunculus,6435.24,6.58,Eudicot
Ranunculus pratensis,Ranunculus,6503.7,6.65,Eudicot
Ranunculus revelieri,Ranunculus,6601.5,6.75,Eudicot
Ranunculus marginatus,Ranunculus,6601.5,6.75,Eudicot
Ranunculus cappadocius,Ranunculus,6601.5,6.75,Eudicot
Ranunculus reptans,Ranunculus,6875.34,7.03,Eudicot
Ranunculus californicus,Ranunculus,6924.24,7.08,Eudicot
Ranunculus biternatus,Ranunculus,7090.5,7.25,Eudicot
Ranunculus parnassiifolius,Ranunculus,7090.5,7.25,Eudicot
Ranunculus illyricus,Ranunculus,7139.4,7.3,Eudicot
Ranunculus flammula,Ranunculus,7168.74,7.33,Eudicot
Ranunculus escholtzii,Ranunculus,7168.74,7.33,Eudicot
Ranunculus millefoliatus,Ranunculus,7335,7.5,Eudicot
Ranunculus asiaticus,Ranunculus,7462.14,7.63,Eudicot
Ranunculus multifidus,Ranunculus,7481.7,7.65,Eudicot
Ranunculus acris,Ranunculus,7628.4,7.8,Eudicot
Ranunculus gmelinii,Ranunculus,7657.74,7.83,Eudicot
Ranunculus insignis,Ranunculus,7775.1,7.95,Eudicot
Ranunculus carpaticola,Ranunculus,7872.9,8.05,Eudicot
Ranunculus flabellatus,Ranunculus,8068.5,8.25,Eudicot
Ranunculus serbicus,Ranunculus,8264.1,8.45,Eudicot
Ranunculus lapponicus,Ranunculus,8342.34,8.53,Eudicot
Ranunculus cortusifolius,Ranunculus,8440.14,8.63,Eudicot
Ranunculus trilobus,Ranunculus,8508.6,8.7,Eudicot
Ranunculus recurvatus,Ranunculus,8655.3,8.85,Eudicot
Ranunculus auricomus,Ranunculus,8802,9,Eudicot
Ranunculus ficaria,Ranunculus,9124.74,9.33,Eudicot
Ranunculus monspeliacus,Ranunculus,9144.3,9.35,Eudicot
Ranunculus lanuginosus,Ranunculus,9193.2,9.4,Eudicot
Ranunculus escholtzii,Ranunculus,9457.26,9.67,Eudicot
Ranunculus montanus,Ranunculus,9535.5,9.75,Eudicot
Ranunculus fontanus,Ranunculus,9633.3,9.85,Eudicot
Ranunculus hispidus,Ranunculus,9907.14,10.13,Eudicot
Ranunculus fascicularis,Ranunculus,10709.1,10.95,Eudicot
Ranunculus repens,Ranunculus,10953.6,11.2,Eudicot
Ranunculus muricatus,Ranunculus,11344.8,11.6,Eudicot
Ranunculus plantaginifolius,Ranunculus,11833.8,12.1,Eudicot
Ranunculus constantinopolitanus,Ranunculus,11863.14,12.13,Eudicot
Ranunculus macounii,Ranunculus,12714,13,Eudicot
Ranunculus ficaria,Ranunculus,13868.04,14.18,Eudicot
Ranunculus septentrionalis,Ranunculus,16381.5,16.75,Eudicot
Ranunculus geoides,Ranunculus,18190.8,18.6,Eudicot
Ranunculus ficaria,Ranunculus,18679.8,19.1,Eudicot
Ranunculus lingua,Ranunculus,24547.8,25.1,Eudicot
Raphanus sativus,Raphanus,537.9,0.55,Eudicot
Raphanus sativus,Raphanus,1418.1,1.45,Eudicot
Ravenea hildebrandtii,Ravenea,2132.04,2.18,Monocot
Ravenea glauca,Ravenea,2249.4,2.3,Monocot
Ravenea madagascariensis,Ravenea,2298.3,2.35,Monocot
Ravenea musicalis,Ravenea,2963.34,3.03,Monocot
Rebutia albiflora,Rebutia,1867.98,1.91,Eudicot
Reichardia intermedia,Reichardia,1418.1,1.45,Eudicot
Reichardia picroides,Reichardia,1467,1.5,Eudicot
Reichardia gaditana,Reichardia,1662.6,1.7,Eudicot
Reichardia tingitana,Reichardia,1711.5,1.75,Eudicot
Reichardia ligulata,Reichardia,1848.42,1.89,Eudicot
Reichardia macrophylla,Reichardia,2493.9,2.55,Eudicot
Reichardia dichotoma,Reichardia,2542.8,2.6,Eudicot
Reineckea carnea,Reineckea,23325.3,23.85,Monocot
Remusatia vivipara,Remusatia,2083.14,2.13,Monocot
Reseda scoparia,Reseda,342.3,0.35,Eudicot
Reseda luteola,Reseda,498.78,0.51,Eudicot
Retama sphaerocarpa,Retama,880.2,0.9,Eudicot
Retama monosperma,Retama,929.1,0.95,Eudicot
Retama raetam,Retama,929.1,0.95,Eudicot
Retama raetam,Retama,1799.52,1.84,Eudicot
Rhamnus alpinus,Rhamnus,244.5,0.25,Eudicot
Rhamnus alaternus,Rhamnus,303.18,0.31,Eudicot
Rhamnus intermedius,Rhamnus,440.1,0.45,Eudicot
Rhamnus orbiculata,Rhamnus,459.66,0.47,Eudicot
Rhamnus saxatilis,Rhamnus,547.68,0.56,Eudicot
Rhamnus catharticus,Rhamnus,1300.74,1.33,Eudicot
Rhapidophora peepla,Rhapidophora,8968.26,9.17,Monocot
Rhapidophora montana,Rhapidophora,9809.34,10.03,Monocot
Rhapis excelsa,Rhapis,4694.4,4.8,Monocot
Rhinanthus glaber,Rhinanthus,2982.9,3.05,Eudicot
Rhinanthus minor,Rhinanthus,3863.1,3.95,Eudicot
Rhipogonum papuanum,Rhipogonum,10904.7,11.15,Monocot
Rhodocoma gigantea,Rhodocoma,723.72,0.74,Monocot
Rhodohypoxis milloides,Rhodohypoxis,1388.76,1.42,Monocot
Rhodohypoxis baurii,Rhodohypoxis,1623.48,1.66,Monocot
Rhodohypoxis deflexa,Rhodohypoxis,2396.1,2.45,Monocot
Rhodotypos scandens,Rhodotypos,371.64,0.38,Eudicot
Rhoeo spathacea,Rhoeo,6728.64,6.88,Monocot
Rhoeo discolor,Rhoeo,7070.94,7.23,Monocot
Rhoiacarpos capensis,Rhoiacarpos,303.18,0.31,Eudicot
Rhynchosia aurea,Rhynchosia,1202.94,1.23,Eudicot
Rhynchosia cana,Rhynchosia,1222.5,1.25,Eudicot
Rhynchosia rothii,Rhynchosia,1222.5,1.25,Eudicot
Rhynchosia minima,Rhynchosia,1222.5,1.25,Eudicot
Rhynchosia hirta,Rhynchosia,2718.84,2.78,Eudicot
Rhynchosia cyanosperma,Rhynchosia,2718.84,2.78,Eudicot
Rhynchostele cervantesii,Rhynchostele,3618.6,3.7,Monocot
Rhynchostele cordata,Rhynchostele,3814.2,3.9,Monocot
Rhynchostylis retusa,Rhynchostylis,2523.24,2.58,Monocot
Ribes glutinosum,Ribes,537.9,0.55,Eudicot
Ribes uva-crispa,Ribes,919.32,0.94,Eudicot
Ribes petraeum,Ribes,938.88,0.96,Eudicot
Ribes rubrum,Ribes,948.66,0.97,Eudicot
Ribes alpinum,Ribes,987.78,1.01,Eudicot
Ricinus communis,Ricinus,508.56,0.52,Eudicot
Robinia pseudoacacia,Robinia,635.7,0.65,Eudicot
Roggeveldia fistulosa,Roggeveldia,6992.7,7.15,Monocot
Rohdea japonica,Rohdea,52323,53.5,Monocot
Rollinia mucosa,Rollinia,2914.44,2.98,Basal Angiosperm
Romulea bulbocodioides,Romulea,3423,3.5,Monocot
Roridula gorgonias,Roridula,185.82,0.19,Eudicot
Rorippa palustris,Rorippa,528.12,0.54,Eudicot
Rorippa nasturtium-aquaticum,Rorippa,713.94,0.73,Eudicot
Rosa blanda,Rosa,273.84,0.28,Eudicot
Rosa sericea,Rosa,391.2,0.4,Eudicot
Rosa xanthina,Rosa,391.2,0.4,Eudicot
Rosa persica,Rosa,420.54,0.43,Eudicot
Rosa stellata,Rosa,420.54,0.43,Eudicot
Rosa willmottiae,Rosa,440.1,0.45,Eudicot
Rosa nitida,Rosa,469.44,0.48,Eudicot
Rosa iliensis,Rosa,469.44,0.48,Eudicot
Rosa foliolosa,Rosa,469.44,0.48,Eudicot
Rosa roxburghii,Rosa,469.44,0.48,Eudicot
Rosa rugosa,Rosa,489,0.5,Eudicot
Rosa banksiae,Rosa,518.34,0.53,Eudicot
Rosa arvensis,Rosa,537.9,0.55,Eudicot
Rosa chinensis,Rosa,567.24,0.58,Eudicot
Rosa laevigata,Rosa,567.24,0.58,Eudicot
Rosa wichuraiana,Rosa,567.24,0.58,Eudicot
Rosa sempervirens,Rosa,567.24,0.58,Eudicot
Rosa x hybrida,Rosa,577.02,0.59,Eudicot
Rosa bracteata,Rosa,586.8,0.6,Eudicot
Rosa acicularis,Rosa,635.7,0.65,Eudicot
Rosa multiflora,Rosa,811.74,0.83,Eudicot
Rosa x hybrida,Rosa,880.2,0.9,Eudicot
Rosa spinosissima,Rosa,909.54,0.93,Eudicot
Rosa pendulina,Rosa,909.54,0.93,Eudicot
Rosa latibracteata,Rosa,929.1,0.95,Eudicot
Rosa bella,Rosa,958.44,0.98,Eudicot
Rosa foetida,Rosa,958.44,0.98,Eudicot
Rosa virginiana,Rosa,958.44,0.98,Eudicot
Rosa fedtschenkoana,Rosa,958.44,0.98,Eudicot
Rosa damascena,Rosa,1056.24,1.08,Eudicot
Rosa gallica,Rosa,1075.8,1.1,Eudicot
Rosa centifolia,Rosa,1105.14,1.13,Eudicot
Rosa x hybrida,Rosa,1124.7,1.15,Eudicot
Rosa canina,Rosa,1398.54,1.43,Eudicot
Rosa moyesii,Rosa,1418.1,1.45,Eudicot
Rossioglossum williamsianum,Rossioglossum,7530.6,7.7,Monocot
Rostkovia magellanica,Rostkovia,440.1,0.45,Monocot
Roystonea sp.,Roystonea,4694.4,4.8,Monocot
Rubia fruticosa,Rubia,2699.28,2.76,Eudicot
Rubus illecebrosus,Rubus,234.72,0.24,Eudicot
Rubus crataegifolius,Rubus,244.5,0.25,Eudicot
Rubus leucodermis,Rubus,254.28,0.26,Eudicot
Rubus simplex,Rubus,254.28,0.26,Eudicot
Rubus parvifolius,Rubus,264.06,0.27,Eudicot
Rubus innominatus,Rubus,264.06,0.27,Eudicot
Rubus parviflorus,Rubus,264.06,0.27,Eudicot
Rubus spectabilis,Rubus,264.06,0.27,Eudicot
Rubus nivalis,Rubus,273.84,0.28,Eudicot
Rubus niveus,Rubus,283.62,0.29,Eudicot
Rubus hispidus,Rubus,293.4,0.3,Eudicot
Rubus canadensis,Rubus,293.4,0.3,Eudicot
Rubus pinfaensis,Rubus,293.4,0.3,Eudicot
Rubus idaeus,Rubus,293.4,0.3,Eudicot
Rubus occidentalis,Rubus,293.4,0.3,Eudicot
Rubus lasiostylus,Rubus,303.18,0.31,Eudicot
Rubus ellipticus,Rubus,342.3,0.35,Eudicot
Rubus lasiococcus,Rubus,342.3,0.35,Eudicot
Rubus trivialis,Rubus,352.08,0.36,Eudicot
Rubus canescens,Rubus,361.86,0.37,Eudicot
Rubus odoratus,Rubus,371.64,0.38,Eudicot
Rubus sanctus,Rubus,371.64,0.38,Eudicot
Rubus alceifolius,Rubus,635.7,0.65,Eudicot
Rubus alceifolius,Rubus,841.08,0.86,Eudicot
Rubus chamaemorus,Rubus,1202.94,1.23,Eudicot
Rudbeckia hirta,Rudbeckia,6357,6.5,Eudicot
Rudbeckia bicolor,Rudbeckia,7100.28,7.26,Eudicot
Rudbeckia laciniata,Rudbeckia,14934.06,15.27,Eudicot
Rumex alpinus,Rumex,469.44,0.48,Eudicot
Rumex maderensis,Rumex,674.82,0.69,Eudicot
Rumex obtusifolius,Rumex,1496.34,1.53,Eudicot
Rumex acetosa,Rumex,1613.7,1.65,Eudicot
Rumex acetosella,Rumex,1643.04,1.68,Eudicot
Rumex longifolius,Rumex,1956,2,Eudicot
Rumex patientia,Rumex,2376.54,2.43,Eudicot
Rumex nivalis,Rumex,3295.86,3.37,Eudicot
Rumex thyrsiflorus,Rumex,3814.2,3.9,Eudicot
Rumex crispus,Rumex,4303.2,4.4,Eudicot
Rumex lunaria,Rumex,6102.72,6.24,Eudicot
Ruppia cirrhosa,Ruppia,2278.74,2.33,Monocot
Ruscus hypoglossum,Ruscus,7912.02,8.09,Monocot
Ruscus hypophyllum,Ruscus,8557.5,8.75,Monocot
Ruscus aculeatus,Ruscus,10044.06,10.27,Monocot
Ruta montana,Ruta,195.6,0.2,Eudicot
Ruta chalepensis,Ruta,322.74,0.33,Eudicot
Ruta graveolens,Ruta,733.5,0.75,Eudicot
Rytidosperma gracile,Rytidosperma,1212.72,1.24,Monocot
Rytidosperma viride,Rytidosperma,1349.64,1.38,Monocot
Rytidosperma telmaticum,Rytidosperma,1388.76,1.42,Monocot
Rytidosperma pumilum,Rytidosperma,1584.36,1.62,Monocot
Rytidosperma clavatum,Rytidosperma,1623.48,1.66,Monocot
Rytidosperma thomsonii,Rytidosperma,1721.28,1.76,Monocot
Rytidosperma horrens,Rytidosperma,1789.74,1.83,Monocot
Rytidosperma setifolium,Rytidosperma,2425.44,2.48,Monocot
Rytidosperma unarede,Rytidosperma,2493.9,2.55,Monocot
Rytidosperma maculatum,Rytidosperma,2953.56,3.02,Monocot
Rytidosperma thomsonii,Rytidosperma,3070.92,3.14,Monocot
Rytidosperma buchananii,Rytidosperma,3462.12,3.54,Monocot
Rytidosperma corinum,Rytidosperma,3520.8,3.6,Monocot
Rytidosperma biannulare,Rytidosperma,3941.34,4.03,Monocot
Rytidosperma petrosum,Rytidosperma,4039.14,4.13,Monocot
Sabal mauritiiformis,Sabal,2200.5,2.25,Monocot
Saccharum spontaneum,Saccharum,3080.7,3.15,Monocot
Saccharum barberi,Saccharum,3207.84,3.28,Monocot
Saccharum robustum,Saccharum,3745.74,3.83,Monocot
Saccharum officinarum,Saccharum,3960.9,4.05,Monocot
Saccharum robustum,Saccharum,4205.4,4.3,Monocot
Saccharum sinense,Saccharum,4234.74,4.33,Monocot
Saccharum spontaneum,Saccharum,6141.84,6.28,Monocot
Sagittaria lancifolia,Sagittaria,12958.5,13.25,Monocot
Sagittaria graminea,Sagittaria,13819.14,14.13,Monocot
Sagittaria sagittifolia,Sagittaria,20782.5,21.25,Monocot
Saintpaulia ionantha,Saintpaulia,733.5,0.75,Eudicot
Salacca zalacca,Salacca,1271.4,1.3,Monocot
Salacca dransfieldiana,Salacca,1643.04,1.68,Monocot
Salacca glabrescens,Salacca,1956,2,Monocot
Salicornia europaea,Salicornia,1349.64,1.38,Eudicot
Salix elegantissima,Salix,342.3,0.35,Eudicot
Salix triandra,Salix,391.2,0.4,Eudicot
Salix viminalis,Salix,400.98,0.41,Eudicot
Salix caprea,Salix,420.54,0.43,Eudicot
Salix elaeagnos,Salix,420.54,0.43,Eudicot
Salix purpurea,Salix,459.66,0.47,Eudicot
Salix pyrenaica,Salix,469.44,0.48,Eudicot
Salix babylonica,Salix,753.06,0.77,Eudicot
Salix viminalis,Salix,792.18,0.81,Eudicot
Salix atrocinerea,Salix,801.96,0.82,Eudicot
Salix alba,Salix,811.74,0.83,Eudicot
Salix cinerea,Salix,831.3,0.85,Eudicot
Salix fragilis,Salix,841.08,0.86,Eudicot
Salsola kali,Salsola,596.58,0.61,Eudicot
Salsola soda,Salsola,1281.18,1.31,Eudicot
Salvadora persica,Salvadora,410.76,0.42,Eudicot
Salvia broussonetii,Salvia,420.54,0.43,Eudicot
Salvia brachyodon,Salvia,469.44,0.48,Eudicot
Salvia officinalis,Salvia,479.22,0.49,Eudicot
Salvia canariensis,Salvia,489,0.5,Eudicot
Salvia nemorosa,Salvia,537.9,0.55,Eudicot
Salvia sclarea,Salvia,567.24,0.58,Eudicot
Salvia ringens,Salvia,596.58,0.61,Eudicot
Salvia verticillata,Salvia,684.6,0.7,Eudicot
Salvia splendens,Salvia,831.3,0.85,Eudicot
Salvia glutinosa,Salvia,1046.46,1.07,Eudicot
Sambucus racemosa,Sambucus,10317.9,10.55,Eudicot
Sambucus ebulus,Sambucus,10601.52,10.84,Eudicot
Sambucus nigra,Sambucus,14914.5,15.25,Eudicot
Sanguisorba minor,Sanguisorba,537.9,0.55,Eudicot
Sansevieria trifasciata,Sansevieria,1271.4,1.3,Monocot
Santalum album,Santalum,283.62,0.29,Eudicot
Sapindus emarginatus,Sapindus,518.34,0.53,Eudicot
Sapindus trifoliatus,Sapindus,537.9,0.55,Eudicot
Saponaria bellidifolia,Saponaria,1809.3,1.85,Eudicot
Saponaria officinalis,Saponaria,2220.06,2.27,Eudicot
Saraca indica,Saraca,1956,2,Eudicot
Sarcandra glabra,Sarcandra,4254.3,4.35,Basal Angiosperm
Sarcocornia fruiticosa,Sarcocornia,2894.88,2.96,Eudicot
Sarracenia flava,Sarracenia,4254.3,4.35,Eudicot
Saruma henryi,Saruma,3129.6,3.2,Basal Angiosperm
Sasa veitchii,Sasa,3501.24,3.58,Monocot
Satureja cuneifolia,Satureja,1105.14,1.13,Eudicot
Satureja montana,Satureja,2718.84,2.78,Eudicot
Saururus cernuus,Saururus,518.34,0.53,Basal Angiosperm
Saxifraga granulata,Saxifraga,665.04,0.68,Eudicot
Saxifraga granulata,Saxifraga,1124.7,1.15,Eudicot
Saxifraga granulata,Saxifraga,1740.84,1.78,Eudicot
Saxifraga granulata,Saxifraga,2327.64,2.38,Eudicot
Scabiosa leuchopylla,Scabiosa,948.66,0.97,Eudicot
Scabiosa ochroleuca,Scabiosa,997.56,1.02,Eudicot
Scabiosa lucida,Scabiosa,1036.68,1.06,Eudicot
Scabiosa columbaria,Scabiosa,1046.46,1.07,Eudicot
Scabiosa cinerea,Scabiosa,1066.02,1.09,Eudicot
Scabiosa triandra,Scabiosa,1085.58,1.11,Eudicot
Scabiosa fumarioides,Scabiosa,1476.78,1.51,Eudicot
Scabiosa delmaniana,Scabiosa,2053.8,2.1,Eudicot
Scabiosa canescens,Scabiosa,2190.72,2.24,Eudicot
Scadoxus multiflorus,Scadoxus,43227.6,44.2,Monocot
Schiedea viscosa (= Alsinidendron viscosa),Schiedea,694.38,0.71,Eudicot
Schiedea globosa,Schiedea,782.4,0.8,Eudicot
Schiedea membranacea,Schiedea,811.74,0.83,Eudicot
Schiedea apokremnos,Schiedea,831.3,0.85,Eudicot
Schiedea trinervis (= Alsinidendron trinervis),Schiedea,841.08,0.86,Eudicot
Schiedea sarmentosa,Schiedea,870.42,0.89,Eudicot
Schiedea helleri,Schiedea,889.98,0.91,Eudicot
Schiedea ligustrina,Schiedea,899.76,0.92,Eudicot
Schiedea obovata (= Alsinidendron obovata),Schiedea,909.54,0.93,Eudicot
Schiedea spergulina,Schiedea,919.32,0.94,Eudicot
Schiedea salicaria,Schiedea,929.1,0.95,Eudicot
Schiedea kauaiensis,Schiedea,938.88,0.96,Eudicot
Schiedea hookeri,Schiedea,938.88,0.96,Eudicot
Schiedea perlmanii,Schiedea,968.22,0.99,Eudicot
Schiedea haleakalensis,Schiedea,978,1,Eudicot
Schiedea kealiae,Schiedea,1026.9,1.05,Eudicot
Schiedea lydgatei,Schiedea,1036.68,1.06,Eudicot
Schiedea adamantis,Schiedea,1046.46,1.07,Eudicot
Schiedea stellarioides,Schiedea,1163.82,1.19,Eudicot
Schiedea verticillata (= Alsinidendron verticillata),Schiedea,1212.72,1.24,Eudicot
Schiedea nuttallii,Schiedea,1242.06,1.27,Eudicot
Schiedea mannii,Schiedea,1320.3,1.35,Eudicot
Schiedea kaalae,Schiedea,1398.54,1.43,Eudicot
Schiedea laui,Schiedea,1535.46,1.57,Eudicot
Schiedea jacobii,Schiedea,1555.02,1.59,Eudicot
Schiedea pentandra,Schiedea,1828.86,1.87,Eudicot
Schisandra rubriflora,Schisandra,8919.36,9.12,Basal Angiosperm
Schizogyne sericea,Schizogyne,1007.34,1.03,Eudicot
Schizogyne glaberrima,Schizogyne,1007.34,1.03,Eudicot
Schleichera oleosa,Schleichera,1144.26,1.17,Eudicot
Schmardaea microphylla,Schmardaea,273.84,0.28,Eudicot
Schoenorchis gemmata,Schoenorchis,3129.6,3.2,Monocot
Schomburgkia lyonsii,Schomburgkia,1907.1,1.95,Monocot
Schouwia purpurea,Schouwia,870.42,0.89,Eudicot
Scilla albescens,Scilla,3716.4,3.8,Monocot
Scilla nivalis,Scilla,3814.2,3.9,Monocot
Scilla nervosa,Scilla,3960.9,4.05,Monocot
Scilla siehei,Scilla,4107.6,4.2,Monocot
Scilla luciliae,Scilla,4107.6,4.2,Monocot
Scilla nana,Scilla,4205.4,4.3,Monocot
Scilla sardensis,Scilla,4303.2,4.4,Monocot
Scilla autumnalis,Scilla,4381.44,4.48,Monocot
Scilla tmoli,Scilla,4596.6,4.7,Monocot
Scilla bulgarica,Scilla,5036.7,5.15,Monocot
Scilla subnivalis,Scilla,5183.4,5.3,Monocot
Scilla longistylosa,Scilla,5183.4,5.3,Monocot
Scilla xanthandra,Scilla,5183.4,5.3,Monocot
Scilla bifolia,Scilla,5574.6,5.7,Monocot
Scilla indica,Scilla,5721.3,5.85,Monocot
Scilla decidua,Scilla,6650.4,6.8,Monocot
Scilla taurica,Scilla,7139.4,7.3,Monocot
Scilla monophyllos,Scilla,7237.2,7.4,Monocot
Scilla violacea,Scilla,7315.44,7.48,Monocot
Scilla resslii,Scilla,7432.8,7.6,Monocot
Scilla kladnii,Scilla,8704.2,8.9,Monocot
Scilla voethorum,Scilla,8997.6,9.2,Monocot
Scilla vindobonensis,Scilla,8997.6,9.2,Monocot
Scilla haemorrhoidalis,Scilla,9232.32,9.44,Monocot
Scilla dasyantha,Scilla,9310.56,9.52,Monocot
Scilla vvendenskyi,Scilla,9877.8,10.1,Monocot
Scilla laxa,Scilla,10171.2,10.4,Monocot
Scilla messeniaca,Scilla,10464.6,10.7,Monocot
Scilla reuteri,Scilla,10562.4,10.8,Monocot
Scilla hohenackeri,Scilla,10806.9,11.05,Monocot
Scilla socialis,Scilla,11227.44,11.48,Monocot
Scilla buekkensis,Scilla,11295.9,11.55,Monocot
Scilla drunensis,Scilla,11540.4,11.8,Monocot
Scilla pushkinioides,Scilla,12078.3,12.35,Monocot
Scilla autumnalis,Scilla,12469.5,12.75,Monocot
Scilla greilhuberi,Scilla,12616.2,12.9,Monocot
Scilla gorganica,Scilla,15501.3,15.85,Monocot
Scilla pneumonanthe,Scilla,15941.4,16.3,Monocot
Scilla furseorum,Scilla,16577.1,16.95,Monocot
Scilla peruviana,Scilla,17652.9,18.05,Monocot
Scilla persica,Scilla,20469.54,20.93,Monocot
Scilla mischtschenkoana,Scilla,21124.8,21.6,Monocot
Scilla bisotunensis,Scilla,22200.6,22.7,Monocot
Scilla bithynica,Scilla,22396.2,22.9,Monocot
Scilla amoena,Scilla,23207.94,23.73,Monocot
Scilla rosenii,Scilla,23276.4,23.8,Monocot
Scilla ingridae,Scilla,23325.3,23.85,Monocot
Scilla peruviana,Scilla,26650.5,27.25,Monocot
Scilla cilicica,Scilla,27921.9,28.55,Monocot
Scilla morrisii,Scilla,28606.5,29.25,Monocot
Scilla siberica,Scilla,30953.7,31.65,Monocot
Scilla koenigii,Scilla,33056.4,33.8,Monocot
Scilla talosii,Scilla,45750.84,46.78,Monocot
Scilla mordakiae,Scilla,74230.2,75.9,Monocot
Scindapsus aureus,Scindapsus,4596.6,4.7,Monocot
Scindapsus pictus,Scindapsus,11491.5,11.75,Monocot
Scirpus tabernaemontani,Scirpus,391.2,0.4,Monocot
Scirpus sylvaticus,Scirpus,440.1,0.45,Monocot
Scirpus lacustris,Scirpus,489,0.5,Monocot
Sclerochloa dura,Sclerochloa,1525.68,1.56,Monocot
Sclerolaena diacantha,Sclerolaena,1212.72,1.24,Eudicot
Scoliopus bigelovii,Scoliopus,8997.6,9.2,Monocot
Scorpiurus vermiculatus,Scorpiurus,391.2,0.4,Eudicot
Scorzonera mollis,Scorzonera,2396.1,2.45,Eudicot
Scorzonera austriaca,Scorzonera,5222.52,5.34,Eudicot
Scrophularia heterophylla,Scrophularia,616.14,0.63,Eudicot
Scrophularia nodosa,Scrophularia,674.82,0.69,Eudicot
Scrophularia bosniaca,Scrophularia,782.4,0.8,Eudicot
